artist_spotify,track_spotify,lastfm_url,listeners,playcount,tags
Dua Lipa,Break My Heart,https://www.last.fm/music/Dua+Lipa/_/Break+My+Heart,1095567,14712798,"pop, Disco, dance-pop, dance, nu-disco"
Andrés Cepeda,Déjame Ir,https://www.last.fm/music/Andr%C3%A9s+Cepeda/_/D%C3%A9jame+Ir,16129,273618,
Ado,うっせぇわ,https://www.last.fm/music/Ado/_/%E3%81%86%E3%81%A3%E3%81%9B%E3%81%87%E3%82%8F,168795,2618594,
TOMORROW X TOGETHER,Blue Hour,https://www.last.fm/music/TOMORROW+X+TOGETHER/_/Blue+Hour,447065,10067615,"k-pop, Disco, 2020, pop, dance"
BTS,Stay,https://www.last.fm/music/BTS/_/Stay,313917,14334079,"House, k-pop, I like this, Kpop, 2020"
Lady Gaga,Sour Candy (with BLACKPINK),https://www.last.fm/music/Lady+Gaga/_/Sour+Candy+(with+BLACKPINK),621586,11918414,"blackpink, k-pop, pop, electropop, dance-pop"
Agust D,Burn It (feat. MAX),https://www.last.fm/music/Agust+D/_/Burn+It+(feat.+MAX),228274,5527590,hip hop
BLACKPINK,You Never Know,https://www.last.fm/music/BLACKPINK/_/You+Never+Know,226567,3032907,
Ariana Grande,my hair,https://www.last.fm/music/Ariana+Grande/_/my+hair,466288,7141676,"Neo Soul, rnb, soul jazz, Neo-Soul, i love ari - labi"
Ariana Grande,off the table (with The Weeknd),https://www.last.fm/music/Ariana+Grande/_/off+the+table+(with+The+Weeknd),407515,4806791,"pop, rnb, downtempo, canada, yearning"
Ava Max,Take You To Hell,https://www.last.fm/music/Ava+Max/_/Take+You+to+Hell,86051,898483,
RAYE,Regardless,https://www.last.fm/music/RAYE/_/Regardless,106975,754412,
Kygo,Lose Somebody,https://www.last.fm/music/Kygo/_/Lose+Somebody,214085,1491136,
TIMØ,Me Gustas,https://www.last.fm/music/TIM%C3%98/_/Me+Gustas,7499,71779,
Dua Lipa,Future Nostalgia,https://www.last.fm/music/Dua+Lipa/_/Future+Nostalgia,526654,7079333,
Stella Starlight Trio,Finally,https://www.last.fm/music/Stella+Starlight+Trio/_/Finally,2796,8227,
Khalid,Know Your Worth (feat. Davido & Tems),https://www.last.fm/music/Khalid/_/Know+Your+Worth+(feat.+Davido+&+Tems),54595,219324,
Kygo,I'll Wait,https://www.last.fm/music/Kygo/_/I%27ll+Wait,117552,808069,
Kany García,Cobardes,https://www.last.fm/music/Kany+Garc%C3%ADa/_/Cobardes,1988,7444,
Harrison Storm,Be Slow,https://www.last.fm/music/Harrison+Storm/_/Be+Slow,59064,277874,
Olivia Dean,Out,https://www.last.fm/music/Olivia+Dean/_/Out,25507,91917,
Urban Love,Suedehead,https://www.last.fm/music/Urban+Love/_/Suedehead,1519,5119,
Matisse,Eres Tú,https://www.last.fm/music/Matisse/_/Eres+T%C3%BA,22984,146586,
Scubba,Right Down the Line,https://www.last.fm/music/Scubba/_/Right+Down+the+Line,1438,5249,
BLACKPINK,Ice Cream (with Selena Gomez),https://www.last.fm/music/BLACKPINK/_/Ice+Cream+(with+Selena+Gomez),553003,10543187,
Camilo,La Difícil,https://www.last.fm/music/Camilo/_/La+Dif%C3%ADcil,20030,120743,
Groove Da Praia,Talking in Your Sleep - Bossa Nova Mix,https://www.last.fm/music/Groove+Da+Praia/_/Talking+in+Your+Sleep+-+Bossa+Nova+Mix,3008,10836,
Dua Lipa,Fever,https://www.last.fm/music/Dua+Lipa/_/Fever,369915,4307395,
BTS,Dynamite,https://www.last.fm/music/BTS/_/Dynamite,1012431,152034048,"pop, bts, Disco, Kpop, Dynamite"
Lady Gaga,Sour Candy (with BLACKPINK),https://www.last.fm/music/Lady+Gaga/_/Sour+Candy+(with+BLACKPINK),621586,11918414,"blackpink, k-pop, pop, electropop, dance-pop"
All Time Low,Monsters (feat. blackbear),https://www.last.fm/music/All+Time+Low/_/Monsters+(feat.+Blackbear),315543,3396652,
TWICE,MORE & MORE,https://www.last.fm/music/TWICE/_/MORE+&+MORE,392727,6873929,"k-pop, Korean, pop, Kpop, tropical house"
Fiona Apple,I Want You To Love Me,https://www.last.fm/music/Fiona+Apple/_/I+Want+You+to+Love+Me,640201,8675609,"Progressive Pop, singer-songwriter, art pop, 2020, my top songs"
ENHYPEN,Let Me In (20 CUBE),https://www.last.fm/music/ENHYPEN/_/Let+Me+In+(20+CUBE),201812,3853860,
BTS,Your eyes tell,https://www.last.fm/music/BTS/_/Your+eyes+tell,304509,13963375,"j-pop, japanese, JPop, Ballad, jungkook"
Ariana Grande,obvious,https://www.last.fm/music/Ariana+Grande/_/obvious,360538,5007568,"soul, female vocalist, Hip-Hop, rnb, Ballad"
Palaye Royale,Lonely,https://www.last.fm/music/Palaye+Royale/_/Lonely,225782,2640481,
Talking Heads,Psycho Killer,https://www.last.fm/music/Talking+Heads/_/Psycho+Killer,1070501,5939565,"new wave, 80s, post-punk, rock, alternative"
Robin Schulz,All We Got (feat. KIDDO),https://www.last.fm/music/Robin+Schulz/_/All+We+Got+(feat.+KIDDO),64954,420619,
EVERGLOW,DUN DUN,https://www.last.fm/music/Everglow/_/DUN+DUN,347109,4745817,
ATEEZ,INCEPTION,https://www.last.fm/music/ATEEZ/_/INCEPTION,192301,4597290,
All Time Low,Monsters (feat. Demi Lovato and blackbear),https://www.last.fm/music/All+Time+Low/_/Monsters+(feat.+Demi+Lovato+and+blackbear),152970,1364072,
Carlos Vives,Cumbiana,https://www.last.fm/music/Carlos+Vives/_/Cumbiana,5784,35379,
KAI,Mmmh,https://www.last.fm/music/Kai/_/Mmmh,405495,6189342,"Kpop, sexy, chill, rnb, cunty"
Reik,Háblame de Ti,https://www.last.fm/music/Reik/_/H%C3%A1blame+de+Ti,4590,27042,
Little Mix,Sweet Melody,https://www.last.fm/music/Little+Mix/_/Sweet+Melody,216897,2943005,
Tiwa Savage,Koroba,https://www.last.fm/music/Tiwa+Savage/_/Koroba,65157,452638,
EVERGLOW,LA DI DA,https://www.last.fm/music/Everglow/_/LA+DI+DA,355843,5124151,"k-pop, synthpop, 2020, synthwave, Korean"
Ricardo Arjona,El Amor Que Me Tenía,https://www.last.fm/music/Ricardo+Arjona/_/El+Amor+Que+Me+Ten%C3%ADa,3368,16436,
yama,Haru wo Tsugeru,https://www.last.fm/music/Yama/_/Haru+wo+Tsugeru,127645,956504,
Anoraak,Gang,https://www.last.fm/music/Anoraak/_/Gang,43749,163780,
Ariana Grande,love language,https://www.last.fm/music/Ariana+Grande/_/love+language,441038,6095618,"pop, rnb, 2020, jazz, jazz fusion"
Pet Shop Boys,Go West,https://www.last.fm/music/Pet+Shop+Boys/_/Go+West,212753,1121642,
Playboi Carti,Place,https://www.last.fm/music/Playboi+Carti/_/Place,518593,8236145,"cloud rap, trap, plugg, rap, Hip-Hop"
ITZY,Not Shy,https://www.last.fm/music/ITZY/_/Not+Shy,422384,7025396,"Kpop, 2020, k-pop, my top songs, 2020s"
Dua Lipa,Love Again,https://www.last.fm/music/Dua+Lipa/_/Love+Again,804082,11222913,"Disco, pop, nu-disco, dance-pop, boogie"
Jonas Brothers,X (with KAROL G),https://www.last.fm/music/Jonas+Brothers/_/X+(with+KAROL+G),91655,606187,
Ellie Goulding,Close To Me,https://www.last.fm/music/Ellie+Goulding/_/Close+to+Me,164671,1021490,
YUNGBLUD,mars,https://www.last.fm/music/YUNGBLUD/_/mars,98514,922746,
TIMØ,Pase Lo Que Pase,https://www.last.fm/music/TIM%C3%98/_/Pase+Lo+Que+Pase,3331,25843,
melvitto,Trouble,https://www.last.fm/music/melvitto/_/Trouble,32922,187525,
Oracle Sisters,Asc. Scorpio,https://www.last.fm/music/Oracle+Sisters/_/Asc.+Scorpio,212632,1319679,
Kenshi Yonezu,Lemon,https://www.last.fm/music/Kenshi+Yonezu/_/Lemon,165422,1817128,
Mari Froes,Eu,https://www.last.fm/music/Mari+Froes/_/eu,4486,9872,
Yazmin Lacey,Morning Matters,https://www.last.fm/music/Yazmin+Lacey/_/Morning+Matters,96797,379318,
UNDRESSD,Knockin' on Heaven's Door,https://www.last.fm/music/UNDRESSD/_/Knockin%27+on+Heaven%27s+Door,2504,9786,
Junior H,Mente Positiva,https://www.last.fm/music/Junior+H/_/Mente+Positiva,70631,982241,
La K'onga,El Mismo Aire,https://www.last.fm/music/La+K%27onga/_/El+Mismo+Aire,11865,81994,
mgk,drunk face,https://www.last.fm/music/mgk/_/Drunk+Face,71260,579164,
BTS,Jamais Vu,https://www.last.fm/music/BTS/_/Jamais+Vu,419841,19201582,"k-pop, bts, 2019, pop, Korean"
Theo Rose,Fara Tine,https://www.last.fm/music/Theo+Rose/_/Fara+Tine,3014,21135,
SPINALL,Sere,https://www.last.fm/music/Spinall/_/Sere,50917,419115,
Andrés Cepeda,Te Voy a Amar,https://www.last.fm/music/Andr%C3%A9s+Cepeda/_/Te+Voy+a+Amar,10218,65377,
Alicia Keys,Underdog,https://www.last.fm/music/Alicia+Keys/_/Underdog,122807,814645,
Amazonics,All the Love,https://www.last.fm/music/Amazonics/_/All+the+Love,2417,7708,
TINI,Te Olvidaré,https://www.last.fm/music/Tini/_/Te+Olvidar%C3%A9,11705,119631,
TIMØ,Algo Diferente,https://www.last.fm/music/TIM%C3%98/_/Algo+Diferente,3733,30135,
Kygo,I'll Wait,https://www.last.fm/music/Kygo/_/I%27ll+Wait,117552,808069,
Ariana Grande,pov,https://www.last.fm/music/Ariana+Grande/_/pov,810209,11089546,"rnb, 2020s, Hip-Hop, soul, 2020"
YUNGBLUD,acting like that (feat. Machine Gun Kelly),https://www.last.fm/music/YUNGBLUD/_/acting+like+that+(feat.+Machine+Gun+Kelly),130025,1347132,
GFRIEND,MAGO,https://www.last.fm/music/GFRIEND/_/MAGO,384181,7088297,"k-pop, perfect, 2020, Kpop, Disband Song"
Lady Gaga,Replay,https://www.last.fm/music/Lady+Gaga/_/Replay,388006,7421713,
Bukahara,Happy,https://www.last.fm/music/Bukahara/_/Happy,27522,181426,
The Marías,Jupiter,https://www.last.fm/music/The+Mar%C3%ADas/_/Jupiter,253915,1824337,"Sophisti-Pop, bedroom pop, west coast, indie, relaxing"
aespa,Black Mamba,https://www.last.fm/music/aespa/_/Black+Mamba,497177,9182084,"electropop, Kpop, electronic, pop, k-pop"
Dua Lipa,Physical (feat. Hwa Sa),https://www.last.fm/music/Dua+Lipa/_/Physical+(feat.+Hwa+Sa),96899,581914,
ENHYPEN,Flicker,https://www.last.fm/music/ENHYPEN/_/FLICKER,169408,2869196,
Printesa de Aur,Uita-Te la Mine,https://www.last.fm/music/Printesa+de+aur/_/Uita-te+la+mine,4671,34041,
Frances Forever,space girl,https://www.last.fm/music/Frances+Forever/_/Space+Girl,422285,3077864,
Grimes,4ÆM,https://www.last.fm/music/Grimes/_/4%C3%86M,468948,5811201,"Drum and bass, electropop, art pop, dancefloor drum and bass, dream pop"
Kygo,Lose Somebody,https://www.last.fm/music/Kygo/_/Lose+Somebody,214085,1491136,
Stray Kids,Ex,https://www.last.fm/music/Stray+Kids/_/Ex,96681,1536151,
ENHYPEN,10 Months,https://www.last.fm/music/ENHYPEN/_/10+Months,198486,3268314,
TAEMIN,Heaven,https://www.last.fm/music/TAEMIN/_/Heaven,106847,1382925,
Joel Corry,Lonely,https://www.last.fm/music/Joel+Corry/_/Lonely,112624,701903,
IZ*ONE,Panorama,https://www.last.fm/music/IZ%2AONE/_/Panorama,276631,5027672,"k-pop, electropop, future house, dance-pop, future bass"
Greeicy,Si Tu Amor No Vuelve,https://www.last.fm/music/Greeicy/_/Si+Tu+Amor+No+Vuelve,5270,30387,
i-dle,LION,https://www.last.fm/music/i-dle/_/LION,72364,308764,
mgk,body bag (feat. YUNGBLUD & Bert McCracken of The Used),https://www.last.fm/music/mgk/_/Body+Bag+(feat.+Yungblud+&+Bert+McCracken+of+The+Used),62810,365336,
Stray Kids,"Wow (Lee Know, Hyunjin, Felix)","https://www.last.fm/music/Stray+Kids/_/Wow+(Lee+Know,+Hyunjin,+Felix)",109857,1772720,
IZ*ONE,Secret Story of the Swan,https://www.last.fm/music/IZ%2AONE/_/Secret+Story+of+the+Swan,278668,5148806,"electropop, k-pop, dance-pop, moombahton, introvert"
Dani Mocanu,El chapo,https://www.last.fm/music/Dani+Mocanu/_/El+chapo,5630,50714,
Biig Piig,Feels Right,https://www.last.fm/music/Biig+Piig/_/Feels+Right,138724,858300,
BTS,Stay Gold,https://www.last.fm/music/BTS/_/Stay+Gold,326975,11245009,"j-pop, japanese, pop, ost, Kpop"
TINI,Diciembre,https://www.last.fm/music/Tini/_/Diciembre,13039,161854,
TINI,Recuerdo,https://www.last.fm/music/Tini/_/Recuerdo,26377,272600,
BTS,Skit,https://www.last.fm/music/BTS/_/Skit,195042,9362729,"2020, Talking"
Playboi Carti,Slay3r,https://www.last.fm/music/Playboi+Carti/_/Slay3r,421312,5897246,"pop rap, rage, bubblegum bass, trap, Southern Hip Hop"
GAMPER & DADONI,Rule The World,https://www.last.fm/music/GAMPER+&+DADONI/_/Rule+the+World,17933,87169,
Tate McRae,vicious,https://www.last.fm/music/Tate+McRae/_/vicious,66791,549282,
Conan Gray,Comfort Crowd,https://www.last.fm/music/Conan+Gray/_/Comfort+Crowd,487690,5452119,"indie pop, indie, pop, male vocalists, cry"
LAUREL,Scream Drive Faster,https://www.last.fm/music/Laurel/_/Scream+Drive+Faster,141361,1086263,
Ava Max,OMG What's Happening,https://www.last.fm/music/Ava+Max/_/OMG+What%27s+Happening,93489,1205933,
Lianne La Havas,Can't Fight,https://www.last.fm/music/Lianne+La+Havas/_/Can%27t+Fight,141210,864816,
BossArt Ensemble,True,https://www.last.fm/music/BossArt+Ensemble/_/True,1410,4367,
Manuel Medrano,Mi Otra Mitad,https://www.last.fm/music/Manuel+Medrano/_/Mi+Otra+Mitad,13101,69187,
Playboi Carti,Control,https://www.last.fm/music/Playboi+Carti/_/Control,386726,5364865,"spoken word, electropop, cloud rap, christmas, rap"
Alyssa & Gia,Remember Me,https://www.last.fm/music/Alyssa+&+Gia/_/Remember+Me,22745,98388,
SAULT,Son Shine,https://www.last.fm/music/Sault/_/Son+Shine,83198,333623,
mgk,kiss kiss,https://www.last.fm/music/mgk/_/Kiss+Kiss,54098,397445,
CKay,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],https://www.last.fm/music/Ckay/_/love+nwantiti+(ah+ah+ah)+%5Bfeat.+Joeboy+&+Kuami+Eugene%5D+%5BRemix%5D,40606,240679,
Halsey,Graveyard,https://www.last.fm/music/Halsey/_/Graveyard,398778,4514821,
Jackson Wang,100 Ways,https://www.last.fm/music/Jackson+Wang/_/100+Ways,183685,2099202,
Shekere Latin Band,Te Ame en Mis Suenos,https://www.last.fm/music/Shekere+Latin+Band/_/Te+Ame+en+Mis+Suenos,127,483,
Playboi Carti,Not PLaying,https://www.last.fm/music/Playboi+Carti/_/Not+PLaying,363860,4581672,"trap, pop rap, cloud rap, rap, Southern Hip Hop"
NEIL FRANCES,Games,https://www.last.fm/music/Neil+Frances/_/Games,56569,194993,
Claire Rosinkranz,Backyard Boy,https://www.last.fm/music/Claire+Rosinkranz/_/Backyard+Boy,445325,3255670,"pop, indie, indie pop, singer-songwriter, solo"
IU,eight(Prod.&Feat. SUGA of BTS),https://www.last.fm/music/IU/_/eight(Prod.&Feat.+SUGA+of+BTS),409134,11676489,"bts, suga, pop rock, pop, k-pop"
Stray Kids,Any,https://www.last.fm/music/Stray+Kids/_/Any,112756,1804866,
BTS,Dynamite,https://www.last.fm/music/BTS/_/Dynamite,1012431,152034048,"pop, bts, Disco, Kpop, Dynamite"
Little Big,Hypnodancer,https://www.last.fm/music/Little+Big/_/Hypnodancer,59481,522817,
NCT U,Make A Wish (Birthday Song),https://www.last.fm/music/NCT+U/_/Make+A+Wish+(Birthday+Song),250368,2754206,
Lizzy McAlpine,Pancakes for Dinner,https://www.last.fm/music/Lizzy+McAlpine/_/Pancakes+for+Dinner,232171,2415061,
Alec Benjamin,Must Have Been The Wind,https://www.last.fm/music/Alec+Benjamin/_/Must+Have+Been+the+Wind,144937,1286765,
Claire Rosinkranz,Backyard Boy,https://www.last.fm/music/Claire+Rosinkranz/_/Backyard+Boy,445501,3257391,"pop, indie, indie pop, singer-songwriter, solo"
Playboi Carti,F33l Lik3 Dyin,https://www.last.fm/music/Playboi+Carti/_/F33l+Lik3+Dyin,327529,3989388,
Red Velvet - IRENE & SEULGI,Monster,https://www.last.fm/music/Red+Velvet+-+IRENE+&+SEULGI/_/Monster,396668,6203563,
Playboi Carti,Die4Guy,https://www.last.fm/music/Playboi+Carti/_/Die4Guy,374276,5629170,"trap, rage, tread, cloud rap, Trap Metal"
Justin Morales,Desde Morro,https://www.last.fm/music/Justin+Morales/_/Desde+Morro,33458,308118,
mgk,lonely,https://www.last.fm/music/mgk/_/Lonely,42523,317925,
TAEMIN,Criminal,https://www.last.fm/music/TAEMIN/_/Criminal,212147,2945549,
Yuridia,Él Lo Tiene Todo,https://www.last.fm/music/Yuridia/_/%C3%89l+Lo+Tiene+Todo,7687,47264,
Evangeline Wong,離開我的依賴,https://www.last.fm/music/Evangeline+Wong/_/%E9%9B%A2%E9%96%8B%E6%88%91%E7%9A%84%E4%BE%9D%E8%B3%B4,3187,30511,
YUNGBLUD,cotton candy,https://www.last.fm/music/YUNGBLUD/_/cotton+candy,107224,917360,
TWICE,GO HARD,https://www.last.fm/music/TWICE/_/GO+HARD,172083,2103537,
Lizzy McAlpine,To the Mountains,https://www.last.fm/music/Lizzy+McAlpine/_/To+the+Mountains,230806,1869713,
Playboi Carti,JumpOutTheHouse,https://www.last.fm/music/Playboi+Carti/_/JumpOutTheHouse,446263,6485836,"haus, classic rock, prog, funny, huh"
IZ*ONE,FIESTA,https://www.last.fm/music/IZ%2AONE/_/FIESTA,272835,5196539,
Ovi,Te Extraño,https://www.last.fm/music/Ovi/_/Te+Extra%C3%B1o,25206,251167,
Jessi,NUNU NANA,https://www.last.fm/music/Jessi/_/NUNU+NANA,188692,1692446,
Playboi Carti,Punk Monk,https://www.last.fm/music/Playboi+Carti/_/Punk+Monk,348888,3883546,"rage, trap, tread, goth, hardcore hip hop"
BTS,Lights,https://www.last.fm/music/BTS/_/Lights,299686,8704451,"j-pop, bts, japanese, pop, k-pop"
Sir Chloe,Too Close,https://www.last.fm/music/Sir+Chloe/_/Too+Close,465269,4524135,"indie rock, WSUM 91.7 FM Madison, Mile a Minute, Garage Rock, nandermo"
TOMORROW X TOGETHER,Can't You See Me?,https://www.last.fm/music/TOMORROW+X+TOGETHER/_/Can%27t+You+See+Me%3F,305725,8479661,
YOASOBI,たぶん,https://www.last.fm/music/YOASOBI/_/%E3%81%9F%E3%81%B6%E3%82%93,209808,2431319,
David Santos,No Eres La Oficial,https://www.last.fm/music/David+Santos/_/No+Eres+La+Oficial,41333,422649,
carolesdaughter,Violent,https://www.last.fm/music/carolesdaughter/_/violent,306458,2751691,
张远,嘉賓,https://www.last.fm/music/%E5%BC%A0%E8%BF%9C/_/%E5%98%89%E8%B3%93,7713,57900,
Kenshi Yonezu,感電,https://www.last.fm/music/Kenshi+Yonezu/_/%E6%84%9F%E9%9B%BB,75969,621523,
Hailee Steinfeld,I Love You's,https://www.last.fm/music/Hailee+Steinfeld/_/I+Love+You%27s,129365,1021743,
Rupatrupa,La Casa Verde,https://www.last.fm/music/Rupatrupa/_/La+Casa+Verde,3227,17805,
Ocie Elliott,Back Door Run,https://www.last.fm/music/Ocie+Elliott/_/Back+Door+Run,6714,19125,
Playboi Carti,King Vamp,https://www.last.fm/music/Playboi+Carti/_/King+Vamp,356435,4161299,"rage, electropop, trap, pop rap, cloud rap"
Oracle Sisters,The Dandelion,https://www.last.fm/music/Oracle+Sisters/_/The+Dandelion,76147,272872,
Brando,Look Into My Eyes,https://www.last.fm/music/Brando/_/Look+Into+My+Eyes,34479,160215,
Luca Fogale,Every Colour,https://www.last.fm/music/Luca+Fogale/_/Every+Colour,17945,81546,
Natanael Cano,Pienso en Ella,https://www.last.fm/music/Natanael+Cano/_/Pienso+en+Ella,25786,292668,
Wallows,OK,https://www.last.fm/music/Wallows/_/OK,440549,4178787,
Liviu Guta,Vreau Sa Beau Cu Fratii Mei,https://www.last.fm/music/Liviu+Guta/_/Vreau+Sa+Beau+Cu+Fratii+Mei,3976,19974,
I-LAND,Into the I-LAND,https://www.last.fm/music/I-LAND/_/Into+the+I-LAND,127912,1539477,
ZICO,Any song,https://www.last.fm/music/ZICO/_/Any+Song,265410,2606316,
YUNGBLUD,"god save me, but don't drown me out","https://www.last.fm/music/YUNGBLUD/_/god+save+me,+but+don%27t+drown+me+out",63995,574679,
Freak Slug,Radio,https://www.last.fm/music/Freak+Slug/_/Radio,210856,948039,
Ocie Elliott,Fame,https://www.last.fm/music/Ocie+Elliott/_/Fame,16011,58408,
Selena Gomez,People You Know,https://www.last.fm/music/Selena+Gomez/_/People+You+Know,457130,5705743,"dance-pop, pop, contemporary rnb, electropop, my top songs"
ATEEZ,THANXX,https://www.last.fm/music/ATEEZ/_/THANXX,145504,2875868,
VIZE,Brother Louie,https://www.last.fm/music/Vize/_/Brother+Louie,34655,196679,
Black Eyed Peas,GIRL LIKE ME,https://www.last.fm/music/Black+Eyed+Peas/_/GIRL+LIKE+ME,345955,2416023,"pop, dance, rnb, Hip-Hop, pop rap"
NEIL FRANCES,On the Lookout,https://www.last.fm/music/Neil+Frances/_/On+the+Lookout,41569,139363,
The Score,Carry On,https://www.last.fm/music/The+Score/_/Carry+on,29231,190446,
Agust D,What do you think?,https://www.last.fm/music/Agust+D/_/What+do+you+think%3F,274365,8822132,
TOMORROW X TOGETHER,Fairy of Shampoo,https://www.last.fm/music/TOMORROW+X+TOGETHER/_/Fairy+of+Shampoo,265593,5710324,
Lizzy McAlpine,Apple Pie,https://www.last.fm/music/Lizzy+McAlpine/_/Apple+Pie,169944,1733435,
SPINALL,Sere,https://www.last.fm/music/Spinall/_/Sere,50917,419115,
SEVENTEEN,Kidult,https://www.last.fm/music/Seventeen/_/Kidult,109691,2686663,
STAYC,SO BAD,https://www.last.fm/music/STAYC/_/SO+BAD,308347,6124136,"Drum and bass, synthwave, electropop, pop, electronic"
Cavetown,Sweet Tooth,https://www.last.fm/music/Cavetown/_/Sweet+Tooth,259687,2649167,
Destroy Lonely,In The Air,https://www.last.fm/music/Destroy+Lonely/_/In+The+Air,221393,3479152,"Best Of Rap, You dont know me You Just know my number, them 808s like thunder"
SuperM,Tiger Inside,https://www.last.fm/music/SuperM/_/Tiger+Inside,191353,2210553,
Playboi Carti,No Sl33p,https://www.last.fm/music/Playboi+Carti/_/No+Sl33p,378729,5595476,
JAWNY,Trigger Of Love,https://www.last.fm/music/Jawny/_/Trigger+of+Love,189543,1643099,
GIULIA BE,se essa vida fosse um filme,https://www.last.fm/music/Giulia+Be/_/se+essa+vida+fosse+um+filme,65081,368842,
Greeicy,Los Consejos,https://www.last.fm/music/Greeicy/_/Los+Consejos,9870,71375,
MAMAMOO,AYA,https://www.last.fm/music/MAMAMOO/_/AYA,144399,1277295,
Danna Paola,Sodio,https://www.last.fm/music/Danna+Paola/_/Sodio,42139,396199,
Oxlade,AWAY,https://www.last.fm/music/Oxlade/_/AWAY,30768,183841,
Ovy On The Drums,Ya no me llames,https://www.last.fm/music/Ovy+On+The+Drums/_/Ya+no+me+llames,9542,73396,
T3R Elemento,Siempre Clave,https://www.last.fm/music/T3r+Elemento/_/Siempre+Clave,12668,97914,
Dani Mocanu,Fara numar,https://www.last.fm/music/Dani+Mocanu/_/Fara+numar,1783,10600,
梦然,少年,https://www.last.fm/music/%E6%A2%A6%E7%84%B6/_/%E5%B0%91%E5%B9%B4,15186,119736,
Laufey,Someone New,https://www.last.fm/music/Laufey/_/Someone+New,189037,1913033,
Alex De La Orastie,Ai Sa Dai Cu Suspinatul,https://www.last.fm/music/Alex+De+La+Orastie/_/Ai+sa+dai+cu+suspinatul,766,4229,
King Gnu,白日,https://www.last.fm/music/King+Gnu/_/%E7%99%BD%E6%97%A5,94401,1026014,
Florin Salam,Stii Ca Mor De Ochii Tai,https://www.last.fm/music/Florin+Salam/_/Stii+Ca+Mor+De+Ochii+Tai,1023,4286,
蒋小呢,For Ya,https://www.last.fm/music/%E8%92%8B%E5%B0%8F%E5%91%A2/_/for+ya,21122,209348,
Alfie Templeman,Things I Thought Were Mine,https://www.last.fm/music/Alfie+Templeman/_/Things+I+Thought+Were+Mine,69230,440939,
TWICE,UP NO MORE,https://www.last.fm/music/TWICE/_/UP+NO+MORE,203202,3341264,
Laufey,Street by Street,https://www.last.fm/music/Laufey/_/Street+by+Street,222062,2262039,
