track,genero,tags
"CUFF IT",pop,funk
"CUFF IT",pop,dance
"CUFF IT",pop,Disco
Cupid,pop,dance
Cupid,pop,"synth funk"
"Cure For Me",pop,mystical
"Cure For Me",pop,medieval
"Cure For Me",pop,medieval
"Cure For Me",pop,mystical
"cut my hair",pop,amazing
"cut my hair",pop,amazing
"cut my hair",pop,"ryan tedder"
"cut my hair",pop,"ryan tedder"
Daechwita,pop,"hip hop"
Daechwita,pop,rap
Daechwita,pop,energy
Daechwita,pop,Korean
Daechwita,pop,angry
DÁKITI,latin,rap
DÁKITI,latin,"ambient pop"
DÁKITI,latin,rnb
DÁKITI,latin,"ambient pop"
DÁKITI,latin,rap
DÁKITI,latin,rnb
DÁKITI,latin,synthesizers
DÁKITI,latin,synthesizers
"Dance The Night - From Barbie The Album",pop,"love at first listen"
"Dance The Night - From Barbie The Album",pop,"my music discovery"
"Dang! (Feat. Anderson .Paak)",hip-hop,"jazz rap"
"Dang! (Feat. Anderson .Paak)",hip-hop,Neo-Soul
"Dang! (Feat. Anderson .Paak)",hip-hop,"pop rap"
"Dang! (Feat. Anderson .Paak)",hip-hop,Neo-Soul
"Dang! (Feat. Anderson .Paak)",hip-hop,"pop rap"
"Dang! (Feat. Anderson .Paak)",hip-hop,"jazz rap"
"Dang! (Feat. Anderson .Paak)",hip-hop,rnb
"Dang! (Feat. Anderson .Paak)",hip-hop,rnb
DASH,pop,Slay
DASH,pop,Korean
Daydream,pop,"julia mofada"
Daydream,pop,Korean
Daydream,pop,Riki
Debut,pop,"Dream Academy"
Debut,pop,"My most top songs station"
Debut,pop,divas
Debut,pop,"Global Girl Group"
decode,pop,folk
decode,pop,"female vocalists"
decode,pop,indie
decode,pop,"easy listening"
"Deja Vu",latin,Korean
"Deja Vu",latin,Kpop
"Deja Vu",latin,k-pop
"Deja Vu",pop,ateez
"Deja Vu",pop,ateez
"Deja Vu",latin,ateez
"Deja Vu",pop,Korean
"Deja Vu",pop,Korean
"Deja Vu",pop,"sex music"
"Deja Vu",latin,trap
"Deja Vu",latin,soty
"Deja Vu",pop,soty
"Deja Vu",pop,trap
"Deja Vu",pop,soty
"Deja Vu",pop,trap
"Deja Vu",latin,"sex music"
"Deja Vu",pop,"sex music"
Desenfocao',latin,synthpop
Desenfocao',latin,"synth pop"
Desenfocao',latin,dance-pop
Desenfocao',latin,"new wave"
Desenfocao',latin,"contemporary rnb"
DESPECHÁ,latin,merengue
DESPECHÁ,latin,merengue
DESPECHÁ,latin,summer
DESPECHÁ,latin,summer
"Después de la Playa",latin,spanish
"Después de la Playa",latin,"alternative rnb"
"Después de la Playa",latin,"mambo urbano"
"Después de la Playa",latin,merengue
"Después de la Playa",latin,mambo
detonate,indie,"alternative rnb"
detonate,indie,2-step
detonate,indie,electropop
detonate,indie,hyperpop
detonate,indie,"bubblegum bass"
"Devil's Advocate",indie,"Funk Rock"
"Devil's Advocate",indie,psychedelic
"Devil's Advocate",indie,rock
"Devil's Advocate",indie,yahoo
"Dial Drunk",indie,"roots rock"
"Dial Drunk",indie,singer-songwriter
"Dial Drunk",indie,"stomp and holler"
"Dial Drunk",indie,"folk pop"
"Dial Drunk",indie,americana
DICE,pop,Korean
DICE,pop,"banger cry about it"
"did i tell u that i miss u",indie,Love
"did i tell u that i miss u",indie,Love
"did i tell u that i miss u",indie,electropop
"did i tell u that i miss u",indie,electronic
"did i tell u that i miss u",indie,electropop
"did i tell u that i miss u",indie,pop
"did i tell u that i miss u",indie,pop
"did i tell u that i miss u",indie,electronic
"Die Hard",pop,rap
"Die Hard",pop,rnb
"Die Hard",pop,Neo-Soul
"Die Hard",pop,"west coast hip hop"
Die4Guy,pop,trap
Die4Guy,pop,tread
Die4Guy,pop,"Trap Metal"
Die4Guy,pop,rage
Die4Guy,pop,"cloud rap"
"Diet Pepsi",pop,peter
"Diet Pepsi",pop,chillstep
"Diet Pepsi",pop,"contemporary rnb"
"Digital Silence",indie,"alternative rock"
"Digital Silence",indie,"alternative rock"
"Digital Silence",indie,"male vocals"
"Digital Silence",indie,english
"Digital Silence",indie,"male vocals"
"Digital Silence",indie,english
"Digital Silence",indie,rock
"Digital Silence",indie,rock
DILUVIO,latin,Reggaeton
Dis-ease,pop,Korean
Dis-ease,pop,"I like this"
Dis-ease,pop,samba
Disease,pop,"midtempo bass"
Ditto,pop,"baltimore club"
Ditto,pop,"baltimore club"
Ditto,pop,"atlanta bass"
Ditto,pop,"contemporary rnb"
Ditto,pop,"atlanta bass"
Ditto,pop,"contemporary rnb"
Dive,pop,Neo-Soul
Dive,pop,soul
Dive,pop,"top 2000"
DNA,pop,bts
DNA,pop,EDM
DNA,pop,Korean
"Do not touch",pop,"MISAMO is love"
"Do not touch",pop,"MISAMO is life"
"Do not touch",pop,MINARIII
"Do not touch",pop,"Momo is so omg"
"Do not touch",pop,"Sana looks so omg"
"Do You Miss Me?",indie,"uk funky"
"Do You Miss Me?",indie,"alternative rnb"
"Do You Miss Me?",indie,rnb
"Do You Miss Me?",indie,electronic
"Do You Miss Me?",indie,"deep house"
"Don't Start Now",pop,nu-disco
"Don't Start Now",pop,nu-disco
"Don't Start Now",pop,Disco
"Don't Start Now",pop,Disco
"Don't Start Now",pop,dance
"Don't Start Now",pop,dance
"don't wanna break up again",pop,rnb
"don't wanna break up again",pop,AOTY
"don't wanna break up again",pop,"best of 2024"
"Don’t Smile",pop,rnb
"Dos Mil 16",latin,"cloud rap"
"Dos Mil 16",latin,trap
Doughnut,pop,"Smooth Soul"
Doughnut,pop,rnb
"Down Bad",pop,"Colleen Hoover"
"Down Bad",pop,"best of 2024"
"Down Bad",pop,"best of 2024"
"Down Bad",pop,"love at first listen"
"Down Bad",pop,"Colleen Hoover"
"Down Bad",pop,"love at first listen"
Drama,pop,cunty
Drama,pop,soty
Dreamer,pop,soul
Dreamer,pop,tok1d
Dreamer,pop,jazz
Dreamer,pop,"jazz fusion"
"Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]",pop,boyfriend
"Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]",pop,"best vocalist"
"Dreams Come True",pop,dance
"Dreams Come True",pop,cover
"Dreams From Bunker Hill",indie,"you s5"
Drink,indie,emo-pop
Drink,indie,"power pop"
"drinks or coffee",pop,english
"drinks or coffee",pop,sassy
"drinks or coffee",pop,soty
DRIP,pop,MARCO
DRIP,pop,"Patroas da Ygor"
DRIP,pop,Korean
Drunk-Dazed,pop,dance
"Dumb & Poetic",pop,country
"Dumb & Poetic",pop,Ballad
"Dumb & Poetic",pop,peter
"Dumb & Poetic",pop,folk
DUMBAI,latin,"pop jazz"
"Dumbest Girl Alive",indie,"alternative rock"
"Dumbest Girl Alive",indie,"emo rap"
"Dumbest Girl Alive",indie,hyperpop
"Dumbest Girl Alive",indie,electronic
"Dumbest Girl Alive",indie,pop
Dynamite,pop,bts
Dynamite,pop,bts
Dynamite,pop,bts
Dynamite,pop,bts
Dynamite,pop,Disco
Dynamite,pop,Disco
Dynamite,pop,bts
Dynamite,pop,Dynamite
Dynamite,pop,Dynamite
Dynamite,pop,Dynamite
Dynamite,pop,Dynamite
Dynamite,pop,Dynamite
Dynamite,pop,Disco
Dynamite,pop,Disco
Dynamite,pop,Disco
"Earth, Wind & Fire",pop,Incredible
"Earth, Wind & Fire",pop,happiness
"Earth, Wind & Fire",pop,Korean
"Earth, Wind & Fire",pop,"taesan da deby"
EASY,pop,trap
EASY,pop,rnb
EASY,pop,easy
"Easy On Me",pop,2020s
"Easy On Me",pop,2020s
"Easy On Me",pop,Adele
"Easy On Me",pop,Adele
"Easy On Me",pop,soul
"Easy On Me",pop,soul
Echo,indie,Sophisti-Pop
Echo,indie,Sophisti-Pop
Echo,pop,stereolab
Echo,indie,stereolab
Echo,indie,stereolab
Echo,indie,"WSUM 91.7 FM Madison"
Echo,indie,"WSUM 91.7 FM Madison"
Echo,pop,"WSUM 91.7 FM Madison"
Echo,indie,"pop soul"
Echo,indie,"contemporary rnb"
Echo,indie,"love at first listen"
Echo,pop,indie
Echo,indie,"love at first listen"
Echo,indie,"chamber jazz"
Echo,indie,"chamber jazz"
Echo,pop,"chamber jazz"
Echo,pop,"i think we re friends now with DJ Toast"
Echo,indie,alt-pop
Echo,pop,jazz
Echo,indie,"bedroom pop"
Echo,indie,"i think we re friends now with DJ Toast"
Echo,indie,"bedroom pop"
Echo,indie,lounge
Echo,indie,lounge
Echo,pop,"love at first listen"
Echo,indie,"psychedelic pop"
Echo,pop,lounge
Echo,indie,jazz
Echo,indie,jazz
Echo,indie,alt-pop
Echo,indie,"psychedelic pop"
Echo,indie,"i think we re friends now with DJ Toast"
Echo,pop,"contemporary rnb"
Echo,indie,"contemporary rnb"
Echo,indie,"pop soul"
Efecto,latin,Reggaeton
"eight(Prod.&Feat. SUGA of BTS)",pop,bts
"eight(Prod.&Feat. SUGA of BTS)",pop,suga
"El Apagón",latin,underscores
"El Apagón",latin,House
"El Apagón",latin,electronic
"El Apagón",latin,electropop
"EL CLúB",latin,danceable
"EL CLúB",latin,instrumental
"EL CLúB",latin,loud
"EL CLúB",latin,spoken
ELEVEN,pop,ive
ELEVEN,pop,Loona
"Ella Baila Sola",latin,"Eslabon Armado"
"Ella Baila Sola",latin,"Eslabon Armado"
"Ella Baila Sola",latin,"Peso Pluma"
"Ella Baila Sola",latin,"Peso Pluma"
"Ella Baila Sola",latin,"regional mexican"
"Ella Baila Sola",latin,"Corridos tumbados"
"Ella Baila Sola",latin,"Corridos tumbados"
"Ella Baila Sola",latin,"regional mexican"
"Ella Baila Sola",latin,spanish
"Ella Baila Sola",latin,spanish
"emails i can’t send",pop,Wes
"emails i can’t send",pop,Ballad
"emails i can’t send",pop,intro
"Emily I'm Sorry",indie,folk
"Emily I'm Sorry",indie,singer-songwriter
"End Of An Era",pop,nu-disco
"End Of An Era",pop,betterthantaylorswift
"End Of An Era",pop,ambient
"End Of An Era",pop,rnb
"Enjoy the Silence",indie,80s
"Enjoy the Silence",indie,"Depeche Mode"
"Enjoy the Silence",indie,electronic
"Enjoy the Silence",indie,"new wave"
"Enjoy the Silence",indie,"synth pop"
"Enough for you",indie,shoegaze
"Enough for you",indie,Post-Metal
"Enough for you",indie,post-rock
"Enough for you",indie,"dream pop"
"Enséñame a Bailar",latin,afrobeats
"Enséñame a Bailar",latin,Reggaeton
Escapism.,pop,Neo-Soul
Escapism.,pop,rap
Escapism.,pop,"alternative rnb"
Escapism.,pop,rap
Escapism.,pop,Neo-Soul
Escapism.,pop,rnb
Escapism.,pop,rnb
Escapism.,pop,"alternative rnb"
Escapism.,pop,"trip hop"
Escapism.,pop,"trip hop"
Espresso,pop,nu-disco
Espresso,pop,boogie
Espresso,pop,boogie
Espresso,pop,boogie
Espresso,pop,boogie
Espresso,pop,nu-disco
Espresso,pop,nu-disco
Espresso,pop,nu-disco
Espresso,pop,espresso
Espresso,pop,espresso
Espresso,pop,espresso
Espresso,pop,espresso
ETA,latin,"baltimore club"
ETA,latin,k-pop
ETA,latin,Korean
ETA,pop,Korean
ETA,latin,Kpop
ETA,pop,"baltimore club"
"eternal sunshine",pop,plugg
"eternal sunshine",pop,AOTY
"eternal sunshine",pop,rnb
"eternal sunshine",pop,trap
Europapa,pop,"Eurovision Song Contest"
Europapa,pop,"happy hardcore"
Europapa,pop,Gabber
Europapa,pop,eurodance
Europapa,pop,Eurovision
"Eve, Psyche & The Bluebeard’s wife",pop,Korean
"Eve, Psyche & The Bluebeard’s wife",pop,"jersey club"
"Eve, Psyche & The Bluebeard’s wife",pop,"WSUM 91.7 FM Madison"
"Ever Seen",indie,ILOVEMYAUTISM
"Ever Seen",indie,beatopiacoded
"Ever Seen",indie,guitar
"Ever Seen",indie,"dream pop"
"Everything is romantic",pop,"bubblegum bass"
"Everything is romantic",pop,"brazilian funk"
"Everything is romantic",pop,Grime
"Everything is romantic",pop,"UK hip hop"
"Everything is romantic featuring caroline polachek",pop,chillstep
"Everything is romantic featuring caroline polachek",pop,chillstep
"Everything is romantic featuring caroline polachek",pop,"jersey club rap"
"Everything is romantic featuring caroline polachek",pop,"jersey club rap"
"Everything is romantic featuring caroline polachek",pop,peter
"Everything is romantic featuring caroline polachek",pop,peter
"Everything is romantic featuring caroline polachek",pop,"alternative rnb"
"Everything is romantic featuring caroline polachek",pop,"alternative rnb"
"Everything Reminds Me Of You",indie,"midwest emo"
"Everything Reminds Me Of You",indie,2020s
"Everything Reminds Me Of You",indie,emo
"Everything Reminds Me Of You",indie,Lo-Fi
"Everything Reminds Me Of You",indie,slowcore
exes,pop,"female vocalist"
exes,pop,bop
exes,pop,Canadian
Fable,indie,bought
Fable,indie,iTunes
Face-off,pop,rnb
Face-off,pop,Love
Face-off,pop,soty
"Fade Into You",indie,lush
"Fade Into You",indie,Mellow
"Fade Into You",indie,"dream pop"
"Fade Into You",indie,alternative
"Fade Into You",indie,"female vocalists"
"Fallen Star",indie,alternative
"Fallen Star",indie,Neo-Psychedelia
"Fallen Star",indie,"psychedelic pop"
"Fallen Star",indie,"best of 2021"
"Falling Behind",pop,chill
"Falling Behind",pop,jazz
"Falling Behind",pop,cool
"Falling Behind",pop,hot
"Falling Forever",pop,"female vocalists"
"Falling Forever",pop,ESC
"Falling Forever",pop,Eurovision
"Falling Forever",pop,electronic
"Far Away (feat. A$AP Rocky)",pop,chill
"Far Away (feat. A$AP Rocky)",pop,rap
"Far Away (feat. A$AP Rocky)",pop,"hip hop"
"Far Away (feat. A$AP Rocky)",pop,"my spotify"
"Fast Times",pop,"female vocalists"
"Fast Times",pop,rnb
"Fast Times",pop,"yacht rock"
"Faster n Harder",indie,"thats cunt"
"Faster n Harder",indie,"thats cunt"
"Faster n Harder",indie,emo
"Faster n Harder",indie,Iconic
"Faster n Harder",indie,Iconic
"Faster n Harder",indie,emo
"Faster n Harder",indie,hot
"Faster n Harder",indie,hot
"Fatal Trouble",pop,"heeseung da mafe"
"Fatal Trouble",pop,enhypen
"Fatal Trouble",pop,Korean
"Fatal Trouble",pop,"Uri Favmusic"
"Fatal Trouble",pop,"Uri songfav"
FEARLESS,pop,Korean
"Fearless (Taylor’s Version)",pop,country
"Fearless (Taylor’s Version)",pop,"country rock"
"Fearless (Taylor’s Version)",pop,"soft rock"
Feather,pop,piano
Feather,pop,dance
"Feel complete",indie,"Drum and bass"
"Feel complete",indie,mother
"Feel complete",indie,alt-pop
"Feel complete",indie,fire
"Feel complete",indie,amazing
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,electronic
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,alternative
"Feel Good Inc",hip-hop,gorillaz
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel Good Inc",hip-hop,rock
"Feel My Rhythm",pop,"Beethoven could never"
"Feel My Rhythm",pop,"classical crossover"
Femininomenon,pop,Slay
FEVER,pop,"Nishimura Riki"
FEVER,pop,"iyu loves ni-ki"
FEVER,pop,Fever
FEVER,pop,"julia mofada"
"Fight or Flight",indie,"laia's song"
"Fight or Flight",indie,"self written"
"Fight or Flight",indie,rock
"Figure You Out",pop,"linedance 2024"
"Film out",pop,bts
"Film out",pop,fav
"Film out",pop,fav
"Film out",pop,bts
"Film out",pop,japanese
"Film out",pop,japanese
"Film out",pop,Soundtrack
"Film out",pop,soulful
"Film out",pop,soulful
"Film out",pop,Soundtrack
"Fire In My Heart",pop,"80s post punk"
"Fire In My Heart",pop,funk
"Fire In My Heart",pop,Disco
"Fire In My Heart",pop,80s
"Fire In My Heart",pop,electro
FIREWORK,pop,nostalgic
FIREWORK,pop,"Taki de celeste"
FIREWORK,pop,wolf
flutter,indie,shoegaze
flutter,indie,rock
flutter,indie,"noise rock"
flutter,indie,Grunge
flutter,indie,"not grunge"
"Fly To My Room",pop,bts
"Fly To My Room",pop,"yoongis  verse carried"
"Fly To My Room",pop,underrated
"Fog as a Bullet",indie,singer-songwriter
"Fog as a Bullet",indie,Love
"Fog as a Bullet",indie,relatable
"Fog as a Bullet",indie,"chamber folk"
"Fog as a Bullet",indie,folk
"For Youth",pop,Korean
"For Youth",pop,Ballad
"For Youth",pop,bts
FOREVER,pop,"girl group"
FOREVER,pop,"girl group"
FOREVER,pop,EDM
FOREVER,pop,EDM
FOREVER,pop,Korean
FOREVER,pop,Korean
Fragile,pop,lounge
Fragile,pop,orchestral
Fragile,pop,jazz
Fragile,pop,singalong
Fragile,pop,soul
"Freakin' Out On the Interstate",indie,slow
"Freakin' Out On the Interstate",indie,rock
"Freakin' Out On the Interstate",indie,alternative
"Freakin' Out On the Interstate",indie,chill
"Freestyle 2",pop,rage
"Freestyle 2",pop,"hardcore hip hop"
"Freestyle 2",pop,rap
"Freestyle 2",pop,tread
"Freestyle 2",pop,"Southern Hip Hop"
"Fresh Out The Slammer",pop,singer-songwriter
"Fresh Out The Slammer",pop,"love at first listen"
"Fresh Out The Slammer",pop,"best of 2024"
"Fresh Out The Slammer",pop,"Colleen Hoover"
FRI(END)S,pop,bts
FRI(END)S,pop,friendzone
FRI(END)S,pop,lovely
FRI(END)S,pop,amazing
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",pop,"electro house"
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",pop,2020s
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",pop,remix
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",pop,electronic
Friends,latin,bts
Friends,hip-hop,bts
Friends,pop,jimin
Friends,pop,bts
Friends,hip-hop,jimin
Friends,latin,jimin
Friends,hip-hop,"vmin <3"
Friends,pop,"vmin <3"
Friends,latin,"vmin <3"
Friesenjung,pop,Berlin
Friesenjung,pop,eurodance
Friesenjung,pop,Berlin
Friesenjung,pop,eurodance
Friesenjung,pop,"happy hardcore"
Friesenjung,pop,"happy hardcore"
Friesenjung,pop,"good comedy underscore"
Friesenjung,pop,"otto waalkes"
Friesenjung,pop,"good comedy underscore"
Friesenjung,pop,"otto waalkes"
"From the Start",indie,alternative
"From The Start",pop,lounge
"From The Start",pop,jazz
"From The Start",pop,rnb
"From The Start",pop,rnb
"From the Start",indie,JPop
"From the Start",indie,metal
"From the Start",indie,metal
"From The Start",pop,"Bossa Nova"
"From The Start",pop,"Bossa Nova"
"From the Start",indie,alternative
"From The Start",pop,jazz
"From The Start",pop,lounge
"From the Start",indie,JPop
"From the Start",indie,rock
"From the Start",indie,rock
"Future Perfect (Pass the MIC)",pop,Korean
"Future Perfect (Pass the MIC)",pop,bomba
"Future Perfect (Pass the MIC)",pop,bop
gameboy,pop,gameboy
gameboy,pop,english
gameboy,pop,"best song ever"
gameboy,pop,rnb
"Garden Song",indie,folk
"Gata Only",latin,"my top songs"
"Gata Only",latin,"my top songs"
"Gata Only",latin,punk
"Gata Only",latin,punk
"Gata Only",latin,funk
"Gata Only",latin,funk
"Gata Only",latin,rock
"Gata Only",latin,rock
"Get Busy",latin,"Sean Paul"
"Get Busy",latin,Hip-Hop
"Get Busy",latin,dancehall
"Get Busy",latin,reggae
"Get Busy",latin,dance
"get him back!",pop,"alternative rock"
"get him back!",pop,"rap rock"
"get him back!",pop,rock
"Get Up",hip-hop,rnb
"Get Up",pop,"maris song"
"Get Up",hip-hop,Dreamy
"Get Up",hip-hop,k-pop
"Get Up",pop,rnb
"Get Up",hip-hop,"maris song"
"Get Up",pop,Dreamy
GGUM,pop,Hip-Hop
GGUM,pop,insane
GGUM,pop,Korean
GGUM,pop,"song of the year"
"GIRL LIKE ME",pop,dance
"GIRL LIKE ME",pop,Hip-Hop
"GIRL LIKE ME",pop,dance
"GIRL LIKE ME",pop,rnb
"GIRL LIKE ME",pop,rnb
"GIRL LIKE ME",pop,Hip-Hop
"Girl, so confusing featuring lorde",pop,electronic
"Girl, so confusing featuring lorde",pop,"french electro"
"Girl, so confusing featuring lorde",pop,"bubblegum bass"
"Girl, so confusing featuring lorde",pop,"electro house"
GIRLS,pop,Jam
GIRLS,pop,"hip-hop soul"
GIRLS,pop,"hip-hop soul"
GIRLS,pop,"hip hop"
GIRLS,pop,"hip hop"
GIRLS,pop,rnb
GIRLS,pop,rnb
Girls,pop,queens
Girls,pop,bop
Girls,pop,experimental
GIRLS,pop,Jam
"Girls Just Want to Have Fun",indie,chillwave
"Girls Just Want to Have Fun",indie,euro-trance
"Girls Just Want to Have Fun",indie,hyperpop
"Girls Just Want to Have Fun",indie,dance-pop
"Girls Just Want to Have Fun",indie,synthpop
"Girls Never Die",pop,"WSUM 91.7 FM Madison"
"Girls Never Die",pop,Korean
"Girls Never Die",pop,"liz owns this song"
"Girls Never Die",pop,"K bops"
Given-Taken,pop,"red blood"
Given-Taken,pop,ethereal
Gloom,hip-hop,Neo-Psychedelia
Gloom,hip-hop,"alternative dance"
Gloom,indie,dance-punk
Gloom,indie,"new wave"
Gloom,hip-hop,"new wave"
Gloom,hip-hop,dance-punk
Gloom,indie,Neo-Psychedelia
Gloom,indie,"alternative dance"
Gloom,hip-hop,zolo
Gloom,indie,zolo
"Glory of the Snow",indie,"soft rock"
"Glory of the Snow",indie,"WSUM 91.7 FM Madison"
"Glory of the Snow",indie,"WSUM 91 7FM Madison 7 27 25 7 03 AM"
"Glory of the Snow",indie,"chamber pop"
"Glory of the Snow",indie,alternative
"Glue Song",indie,orchestral
"Glue Song",indie,"chamber folk"
"Glue Song",indie,"chamber pop"
"Glue Song",indie,Love
"Glue Song",indie,singer-songwriter
"Glue Song (feat. Clairo)",indie,Olivia
"Glue Song (feat. Clairo)",indie,remix
"Glue Song (feat. Clairo)",indie,"remix love"
"Glue Song (feat. Clairo)",indie,"female vocalists"
"Glue Song (feat. Clairo)",indie,Love
"Go Big or Go Home",pop,House
"Go Big or Go Home",pop,enhypen
"Go Big or Go Home",pop,"WSUM 91.7 FM Madison"
"God Needs The Devil",indie,"dark country"
"God’s Menu",pop,Korean
"God’s Menu",pop,"mala taste"
"God’s Menu",pop,"stray kids"
GODS,pop,Slay
GODS,pop,huh
GODS,pop,newjeans
GODS,pop,rhodacore
gold,indie,"Dead Air Diaries with DJ Apophenia"
gold,indie,"WSUM 91.7 FM Madison"
Gone,pop,"soft rock"
Gone,pop,Adele
Gone,pop,Muse
"good 4 u",pop,rock
"good 4 u",pop,rock
"Good Boy Gone Bad",pop,rock
"Good Boy Gone Bad",pop,"TOMORROW X TOGETHER"
"Good Boy Gone Bad",pop,"WSUM 91.7 FM Madison"
"Good Boy Gone Bad",pop,"hip hop"
"Good Graces",pop,"atlanta bass"
"Good Graces",pop,rnb
"Good Graces",pop,dance
"Good Luck, Babe!",pop,"new wave"
"Got Me Started",pop,electronic
"Got Me Started",pop,"gay music"
"Got Me Started",pop,dance
"Got Me Started",pop,House
greedy,pop,dance
greedy,pop,"contemporary rnb"
greedy,pop,dance
greedy,pop,rnb
greedy,pop,"contemporary rnb"
greedy,pop,rnb
"GRL GVNG",pop,rap
"GRL GVNG",pop,Hip-Hop
"GRL GVNG",pop,"hip hop"
"Growing Sideways",indie,guitar
"Growing Sideways",indie,guitar
"Growing Sideways",indie,folk
"Growing Sideways",indie,acoustic
"Growing Sideways",indie,acoustic
"Growing Sideways",indie,"alt folk"
"Growing Sideways",indie,folk
"Growing Sideways",indie,"alt folk"
Guerrilla,pop,guerrilla
Guerrilla,pop,Korean
Guerrilla,pop,hype
"Guess featuring billie eilish",pop,"electro house"
